model,galaxy,true_f_lambda_opt,pred_f_lambda,exact_factor_match,abs_factor_error,best_possible_error,best_possible_verdict,bridge_error_pred,bridge_verdict_pred,beta_grav_pred,beta_mod_bridge_pred,beta_mod_ML_pred
rf_regressor,UGC00128,1.0,1.0,True,0.0,0.0972052060851172,strong_bridge,0.0972052060851172,strong_bridge,0.4551863828739924,1.3166516968405109,1.458417467308354
rf_regressor,UGC00191,0.5,0.5,True,0.0,0.1407297574407844,strong_bridge,0.1407297574407844,strong_bridge,0.4016242677051651,1.2242034860591149,1.4247013633487375
rf_regressor,UGC00634,2.0,1.5,False,0.5,0.1029040877828663,strong_bridge,0.1343482199558014,strong_bridge,0.780941020814764,1.8789042019262827,2.170508101803186
rf_regressor,UGC00731,0.5,0.5,True,0.0,0.1329156430380909,strong_bridge,0.1329156430380909,strong_bridge,0.4080743137323264,1.2353362655019953,1.4247013633487375
rf_regressor,UGC00891,1.5,1.5,True,0.0,0.1335414543643895,strong_bridge,0.1335414543643895,strong_bridge,0.7832041450985834,1.882810354440155,2.1729953082279043
rf_regressor,UGC01230,1.0,1.0,True,0.0,0.0692444639834719,strong_bridge,0.0692444639834719,strong_bridge,0.4969197459974137,1.388683481591536,1.4919959407760923
rf_regressor,UGC01281,0.5,1.0,False,0.5,0.2518397939067665,moderate_bridge,0.2783309099959745,moderate_bridge,0.7559220764283952,1.8357215039154104,2.543716405957155
rf_regressor,UGC02023,0.5,1.0,False,0.5,0.0339452447731206,strong_bridge,0.2632868116435907,moderate_bridge,0.770982839789113,1.861716381476009,2.5270572196887864
rf_regressor,UGC02259,0.5,0.5,True,0.0,0.0144718546939287,strong_bridge,0.0144718546939287,strong_bridge,0.5925003868819951,1.5536556677583238,1.531492136099793
rf_regressor,UGC02455,0.5,0.5,True,0.0,0.0238804245266532,strong_bridge,0.0238804245266532,strong_bridge,0.6022714466282566,1.570520516880371,1.5338905591504333
rf_regressor,UGC02487,1.5,2.0,False,0.5,0.2011772028715429,moderate_bridge,0.240848627766488,moderate_bridge,0.7352954180697608,1.8001198915884071,2.3712265530025247
rf_regressor,UGC02885,2.0,2.0,True,0.0,0.1381803432100891,strong_bridge,0.1381803432100891,strong_bridge,0.412268094138031,1.2425747304822417,1.4418036542709642
rf_regressor,UGC02916,3.0,2.0,False,1.0,0.0025125424878091,strong_bridge,0.1385563885835998,strong_bridge,0.4209431718510799,1.257547914614964,1.4598145461283094
rf_regressor,UGC02953,0.5,1.0,False,0.5,0.0029791832574005,strong_bridge,0.398708033928556,failed_bridge,0.169193460706778,0.8230279131798988,1.3687658568884131
rf_regressor,UGC03205,3.0,1.5,False,1.5,0.052911589111756,strong_bridge,0.253405700930621,moderate_bridge,0.4393184179783462,1.2892635894306257,1.726859676048528
rf_regressor,UGC03546,2.0,2.0,True,0.0,0.1073612702987559,strong_bridge,0.1073612702987559,strong_bridge,0.450512394537689,1.308584392972051,1.4659731304847363
rf_regressor,UGC03580,3.0,2.0,False,1.0,0.1729658467105876,strong_bridge,0.3012200068035601,moderate_bridge,0.390226015588635,1.204530102905984,1.7237615767962728
rf_regressor,UGC04278,0.5,0.5,True,0.0,0.0029674735786408,strong_bridge,0.0029674735786408,strong_bridge,0.5585144054453193,1.494995863798621,1.4994454284902796
rf_regressor,UGC04305,1.0,1.0,True,0.0,0.1994349499025243,strong_bridge,0.1994349499025243,strong_bridge,0.7921906745057536,1.8983211041969308,2.3712265530025247
